,S Uri,Song,A Uri,Artist,Genre,Song Pop,Artist Pop,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Type,Id,Uri,Track_href,Analysis_url,Time_signature,Artist_pop,Genres,Track_pop,Duration_ms
8698,0idc0XRnLRovVqpWnGQ6hC,My Love,1dgdvbogmctybPrGEcnYf6,Route 94,"['deep groove house', 'house', 'pop dance', 'tropical house', 'uk dance']",0,58,0.818,0.595,8,-7.644,1,0.0515,0.00014,0.575,0.0612,0.729,119.99,audio_features,0idc0XRnLRovVqpWnGQ6hC,spotify:track:0idc0XRnLRovVqpWnGQ6hC,https://api.spotify.com/v1/tracks/0idc0XRnLRovVqpWnGQ6hC,https://api.spotify.com/v1/audio-analysis/0idc0XRnLRovVqpWnGQ6hC,4,NaN,NaN,NaN,262000
8699,2NFrkgZzweWIiC9tUrjDnx,Tsunami (Jump) [feat. Tinie Tempah] - Radio Edit,5X4LWwbUFNzPkEas04uU82,DVBBS,"['canadian electronic', 'dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'pop edm', 'progressive electro house', 'slap house', 'tropical house']",46,63,0.699,0.982,11,-1.115,0,0.142,0.0421,0.000332,0.0854,0.389,127.966,audio_features,2NFrkgZzweWIiC9tUrjDnx,spotify:track:2NFrkgZzweWIiC9tUrjDnx,https://api.spotify.com/v1/tracks/2NFrkgZzweWIiC9tUrjDnx,https://api.spotify.com/v1/audio-analysis/2NFrkgZzweWIiC9tUrjDnx,4,NaN,NaN,NaN,159492
8700,4r8hRPbidDIoDPphxi78aY,I Got U,61lyPtntblHJvA7FMMhi7E,Duke Dumont,"['destroy techno', 'edm', 'electro house', 'house', 'pop dance', 'progressive house', 'tropical house']",0,65,0.653,0.756,0,-7.794,1,0.0366,0.00364,0.00651,0.089,0.42,120.82,audio_features,4r8hRPbidDIoDPphxi78aY,spotify:track:4r8hRPbidDIoDPphxi78aY,https://api.spotify.com/v1/tracks/4r8hRPbidDIoDPphxi78aY,https://api.spotify.com/v1/audio-analysis/4r8hRPbidDIoDPphxi78aY,4,NaN,NaN,NaN,285596
8701,1CQ2cMfrmFM1YdfmjENKVE,She Looks So Perfect,5Rl15oVamLq7FbSb0NNBNy,5 Seconds of Summer,"['boy band', 'dance pop', 'pop', 'post-teen pop']",74,78,0.494,0.951,9,-4.237,1,0.132,0.000569,0,0.327,0.441,160.025,audio_features,1CQ2cMfrmFM1YdfmjENKVE,spotify:track:1CQ2cMfrmFM1YdfmjENKVE,https://api.spotify.com/v1/tracks/1CQ2cMfrmFM1YdfmjENKVE,https://api.spotify.com/v1/audio-analysis/1CQ2cMfrmFM1YdfmjENKVE,4,NaN,NaN,NaN,202496
8702,1FsH6OZCKLWbBgqj8JcCvO,The Man,0id62QV2SZZfvBn9xpmuCl,Aloe Blacc,"['pop soul', 'r&b']",0,65,0.531,0.77,11,-7.205,0,0.0434,0.0332,0,0.235,0.504,85.996,audio_features,1FsH6OZCKLWbBgqj8JcCvO,spotify:track:1FsH6OZCKLWbBgqj8JcCvO,https://api.spotify.com/v1/tracks/1FsH6OZCKLWbBgqj8JcCvO,https://api.spotify.com/v1/audio-analysis/1FsH6OZCKLWbBgqj8JcCvO,4,NaN,NaN,NaN,255907
8703,6PTwoCCzthLLmeRvNqEa5Q,Nobody To Love - Radio Edit,01pKrlgPJhm5dB4lneYAqS,Sigma,"['dance pop', 'dancefloor dnb', 'drum and bass', 'house', 'pop dance', 'tropical house', 'uk dance', 'uk pop']",64,61,0.437,0.919,8,-3.354,1,0.0471,0.000562,8.45e-06,0.135,0.167,175.005,audio_features,6PTwoCCzthLLmeRvNqEa5Q,spotify:track:6PTwoCCzthLLmeRvNqEa5Q,https://api.spotify.com/v1/tracks/6PTwoCCzthLLmeRvNqEa5Q,https://api.spotify.com/v1/audio-analysis/6PTwoCCzthLLmeRvNqEa5Q,4,NaN,NaN,NaN,189011
8704,1iXBApi39l5r6lJj9WEXXS,Hideaway,4zxvC7CRGvggq9EWXOpwAo,Kiesza,"['electropop', 'pop edm']",0,56,0.863,0.601,7,-6.978,0,0.054,0.109,0.00764,0.0676,0.178,122.961,audio_features,1iXBApi39l5r6lJj9WEXXS,spotify:track:1iXBApi39l5r6lJj9WEXXS,https://api.spotify.com/v1/tracks/1iXBApi39l5r6lJj9WEXXS,https://api.spotify.com/v1/audio-analysis/1iXBApi39l5r6lJj9WEXXS,4,NaN,NaN,NaN,251960
8705,5Sf3GyLEAzJXxZ5mbCPXTu,Waves - Robin Schulz Radio Edit,33W1pnW9zScZtYTnAoWnOT,Mr. Probz,"['dutch hip hop', 'tropical house']",5,64,0.829,0.51,5,-9.334,0,0.0369,0.00821,0.0014,0.0829,0.45,119.993,audio_features,5Sf3GyLEAzJXxZ5mbCPXTu,spotify:track:5Sf3GyLEAzJXxZ5mbCPXTu,https://api.spotify.com/v1/tracks/5Sf3GyLEAzJXxZ5mbCPXTu,https://api.spotify.com/v1/audio-analysis/5Sf3GyLEAzJXxZ5mbCPXTu,4,NaN,NaN,NaN,208133
8706,2ia7iiEtpiOL2ZVuWxBZGB,I Will Never Let You Down,5CCwRZC6euC8Odo6y9X8jr,Rita Ora,"['dance pop', 'edm', 'pop', 'pop rap', 'post-teen pop', 'tropical house', 'uk pop']",66,73,0.753,0.801,4,-3.215,1,0.0296,0.403,0,0.128,0.794,128.011,audio_features,2ia7iiEtpiOL2ZVuWxBZGB,spotify:track:2ia7iiEtpiOL2ZVuWxBZGB,https://api.spotify.com/v1/tracks/2ia7iiEtpiOL2ZVuWxBZGB,https://api.spotify.com/v1/audio-analysis/2ia7iiEtpiOL2ZVuWxBZGB,4,NaN,NaN,NaN,203467
8707,2whoe0pPKh4JRn6eWSIqTV,Stay With Me,2wY79sveU1sp5g7SokKOiI,Sam Smith,"['dance pop', 'pop', 'uk pop']",0,81,0.414,0.419,0,-6.431,1,0.0388,0.55,0.000195,0.11,0.18,84.082,audio_features,2whoe0pPKh4JRn6eWSIqTV,spotify:track:2whoe0pPKh4JRn6eWSIqTV,https://api.spotify.com/v1/tracks/2whoe0pPKh4JRn6eWSIqTV,https://api.spotify.com/v1/audio-analysis/2whoe0pPKh4JRn6eWSIqTV,4,NaN,NaN,NaN,172724
8708,77jaOS5YDCDGPto5Pomi4h,I Wanna Feel - Radio Edit,2ew9JvyyuOGkhahuwdovDq,Secondcity,"['deep groove house', 'deep house', 'disco house', 'house', 'pop dance', 'tropical house', 'uk dance', 'uk house']",62,51,0.692,0.896,10,-6.298,0,0.0637,0.0764,0.00194,0.157,0.804,121.999,audio_features,77jaOS5YDCDGPto5Pomi4h,spotify:track:77jaOS5YDCDGPto5Pomi4h,https://api.spotify.com/v1/tracks/77jaOS5YDCDGPto5Pomi4h,https://api.spotify.com/v1/audio-analysis/77jaOS5YDCDGPto5Pomi4h,4,NaN,NaN,NaN,185934
8709,6K8qKeWo5MsFED7wCR6Kop,Sing,6eUKZXaKkcviH0Ku9w2n3V,Ed Sheeran,"['pop', 'uk pop']",71,90,0.818,0.67,8,-4.451,0,0.0472,0.304,1.22e-06,0.0601,0.939,119.988,audio_features,6K8qKeWo5MsFED7wCR6Kop,spotify:track:6K8qKeWo5MsFED7wCR6Kop,https://api.spotify.com/v1/tracks/6K8qKeWo5MsFED7wCR6Kop,https://api.spotify.com/v1/audio-analysis/6K8qKeWo5MsFED7wCR6Kop,4,NaN,NaN,NaN,235382
8710,4XPWKmy05Rcff6TLHNoNF8,Ghost,7nDsS0l5ZAzMedVRKPP8F1,Ella Henderson,"['dance pop', 'pop', 'pop dance', 'talent show', 'tropical house', 'uk pop']",64,75,0.68,0.84,9,-3.823,1,0.0414,0.0457,8.66e-06,0.143,0.468,104.975,audio_features,4XPWKmy05Rcff6TLHNoNF8,spotify:track:4XPWKmy05Rcff6TLHNoNF8,https://api.spotify.com/v1/tracks/4XPWKmy05Rcff6TLHNoNF8,https://api.spotify.com/v1/audio-analysis/4XPWKmy05Rcff6TLHNoNF8,4,NaN,NaN,NaN,213213
8711,483XiZ5o13Cc1zoWV7jGml,Gecko (Overdrive) - Radio Edit,5nki7yRhxgM509M5ADlN1p,Oliver Heldens,"['dance pop', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive electro house', 'progressive house', 'tropical house']",69,68,0.609,0.885,0,-5.469,1,0.0642,0.00521,1.15e-05,0.336,0.76,124.959,audio_features,483XiZ5o13Cc1zoWV7jGml,spotify:track:483XiZ5o13Cc1zoWV7jGml,https://api.spotify.com/v1/tracks/483XiZ5o13Cc1zoWV7jGml,https://api.spotify.com/v1/audio-analysis/483XiZ5o13Cc1zoWV7jGml,4,NaN,NaN,NaN,165441
8712,6xCNYRfzZtoQRo1xruPmNq,Problem,66CXWjxzNUsdJxJ2JdwvnR,Ariana Grande,"['dance pop', 'pop']",0,87,0.66,0.805,1,-5.352,0,0.153,0.0192,8.83e-06,0.159,0.625,103.009,audio_features,6xCNYRfzZtoQRo1xruPmNq,spotify:track:6xCNYRfzZtoQRo1xruPmNq,https://api.spotify.com/v1/tracks/6xCNYRfzZtoQRo1xruPmNq,https://api.spotify.com/v1/audio-analysis/6xCNYRfzZtoQRo1xruPmNq,4,NaN,NaN,NaN,193920
8713,2rJojRundKuKFgbvmCAYva,Me And My Broken Heart,0kkxsdcaWmWU2yWAqclDh4,Rixton,"['pop', 'pop rock', 'post-teen pop']",0,60,0.545,0.775,5,-4.325,0,0.0349,0.00636,0,0.192,0.516,174.086,audio_features,2rJojRundKuKFgbvmCAYva,spotify:track:2rJojRundKuKFgbvmCAYva,https://api.spotify.com/v1/tracks/2rJojRundKuKFgbvmCAYva,https://api.spotify.com/v1/audio-analysis/2rJojRundKuKFgbvmCAYva,4,NaN,NaN,NaN,193827
8714,5p5jXve0CXP3Za6xY2fylF,Crazy Stupid Love,3NyNPJaemMYsL14DK2tO01,Cheryl,"['dance pop', 'electropop', 'europop', 'post-teen pop', 'uk pop']",49,53,0.852,0.908,11,-3.371,0,0.0551,0.00154,0.000908,0.271,0.772,120.596,audio_features,5p5jXve0CXP3Za6xY2fylF,spotify:track:5p5jXve0CXP3Za6xY2fylF,https://api.spotify.com/v1/tracks/5p5jXve0CXP3Za6xY2fylF,https://api.spotify.com/v1/audio-analysis/5p5jXve0CXP3Za6xY2fylF,4,NaN,NaN,NaN,225150
8715,1fidCEsYlaVE3pHwKCvpFZ,Am I Wrong,0awl5piYwO0CDTHEkCjUhn,Nico & Vinz,['pop rap'],79,62,0.729,0.675,8,-6.003,1,0.0312,0.175,1.58e-06,0.55,0.779,119.968,audio_features,1fidCEsYlaVE3pHwKCvpFZ,spotify:track:1fidCEsYlaVE3pHwKCvpFZ,https://api.spotify.com/v1/tracks/1fidCEsYlaVE3pHwKCvpFZ,https://api.spotify.com/v1/audio-analysis/1fidCEsYlaVE3pHwKCvpFZ,4,NaN,NaN,NaN,245867
8716,2rgtCOVK2tpfao2VjURn84,Lovers on the Sun (feat. Sam Martin),1Cs0zKBU1kc0i8ypK3B9ai,David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance', 'pop rap']",69,86,0.645,0.891,6,-2.505,0,0.0387,0.0932,3.88e-06,0.379,0.568,124.915,audio_features,2rgtCOVK2tpfao2VjURn84,spotify:track:2rgtCOVK2tpfao2VjURn84,https://api.spotify.com/v1/tracks/2rgtCOVK2tpfao2VjURn84,https://api.spotify.com/v1/audio-analysis/2rgtCOVK2tpfao2VjURn84,4,NaN,NaN,NaN,203520
8717,7icHQ0UDRFe98tfvI0yyhL,Prayer in C - Robin Schulz Radio Edit,50OApTJurDusIo9dGTqSU4,Lilly Wood and The Prick,"['french indie pop', 'french rock']",62,60,0.76,0.886,9,-5.356,0,0.0258,0.0219,7.43e-06,0.623,0.78,123.002,audio_features,7icHQ0UDRFe98tfvI0yyhL,spotify:track:7icHQ0UDRFe98tfvI0yyhL,https://api.spotify.com/v1/tracks/7icHQ0UDRFe98tfvI0yyhL,https://api.spotify.com/v1/audio-analysis/7icHQ0UDRFe98tfvI0yyhL,4,NaN,NaN,NaN,189399
8718,07nH4ifBxUB4lZcsf44Brn,Blame (feat. John Newman),7CajNmpbOovFoOoasH2HaY,Calvin Harris,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",77,85,0.414,0.857,0,-4.078,0,0.0808,0.0287,0.00574,0.343,0.348,128.024,audio_features,07nH4ifBxUB4lZcsf44Brn,spotify:track:07nH4ifBxUB4lZcsf44Brn,https://api.spotify.com/v1/tracks/07nH4ifBxUB4lZcsf44Brn,https://api.spotify.com/v1/audio-analysis/07nH4ifBxUB4lZcsf44Brn,4,NaN,NaN,NaN,212960
8719,2KOYMogSqklzXo0nyvQCsD,Changing,01pKrlgPJhm5dB4lneYAqS,Sigma,"['dance pop', 'dancefloor dnb', 'drum and bass', 'house', 'pop dance', 'tropical house', 'uk dance', 'uk pop']",58,61,0.484,0.815,2,-3.833,1,0.0542,0.0997,0,0.164,0.353,171.079,audio_features,2KOYMogSqklzXo0nyvQCsD,spotify:track:2KOYMogSqklzXo0nyvQCsD,https://api.spotify.com/v1/tracks/2KOYMogSqklzXo0nyvQCsD,https://api.spotify.com/v1/audio-analysis/2KOYMogSqklzXo0nyvQCsD,4,NaN,NaN,NaN,205000
8720,0ifSeVGUr7py5GggttDhXw,All About That Bass,6JL8zeS1NmiOftqZTRgdTz,Meghan Trainor,"['dance pop', 'hip pop', 'pop', 'post-teen pop', 'uk pop']",61,74,0.811,0.879,9,-3.724,1,0.0514,0.0476,1.91e-06,0.109,0.962,134.064,audio_features,0ifSeVGUr7py5GggttDhXw,spotify:track:0ifSeVGUr7py5GggttDhXw,https://api.spotify.com/v1/tracks/0ifSeVGUr7py5GggttDhXw,https://api.spotify.com/v1/audio-analysis/0ifSeVGUr7py5GggttDhXw,4,NaN,NaN,NaN,188754
8721,1YPJ4wKWLIsAZ6kjkat1zu,I Don't Care,3NyNPJaemMYsL14DK2tO01,Cheryl,"['dance pop', 'electropop', 'europop', 'post-teen pop', 'uk pop']",49,53,0.703,0.77,8,-5.844,0,0.0528,0.000415,7.64e-06,0.113,0.401,117.005,audio_features,1YPJ4wKWLIsAZ6kjkat1zu,spotify:track:1YPJ4wKWLIsAZ6kjkat1zu,https://api.spotify.com/v1/tracks/1YPJ4wKWLIsAZ6kjkat1zu,https://api.spotify.com/v1/audio-analysis/1YPJ4wKWLIsAZ6kjkat1zu,4,NaN,NaN,NaN,240657
8722,5UmoLXuLoTDwujmVyjuZtF,These Days,1XgFuvRd7r5g0h844A5ZUQ,Take That,"['boy band', 'dance pop', 'europop']",54,62,0.635,0.891,1,-5.766,1,0.0377,0.00477,1.21e-05,0.0681,0.712,120.056,audio_features,5UmoLXuLoTDwujmVyjuZtF,spotify:track:5UmoLXuLoTDwujmVyjuZtF,https://api.spotify.com/v1/tracks/5UmoLXuLoTDwujmVyjuZtF,https://api.spotify.com/v1/audio-analysis/5UmoLXuLoTDwujmVyjuZtF,4,NaN,NaN,NaN,231981
8723,64G2uKq3Snj48ppUZX1Z5t,Something I Need,2eHEzcBykQCBbtWvYLjHHE,Ben Haenow,['uk pop'],40,39,0.619,0.77,5,-5.693,1,0.0398,0.0503,0,0.317,0.402,100.972,audio_features,64G2uKq3Snj48ppUZX1Z5t,spotify:track:64G2uKq3Snj48ppUZX1Z5t,https://api.spotify.com/v1/tracks/64G2uKq3Snj48ppUZX1Z5t,https://api.spotify.com/v1/audio-analysis/64G2uKq3Snj48ppUZX1Z5t,4,NaN,NaN,NaN,226107
8724,3zHq9ouUJQFQRf3cm1rRLu,"Love Me Like You Do - From ""Fifty Shades Of Grey""",0X2BH1fck6amBIoJhDVmmJ,Ellie Goulding,"['dance pop', 'edm', 'electropop', 'indietronica', 'metropopolis', 'pop', 'uk pop']",79,77,0.262,0.606,8,-6.646,1,0.0484,0.247,0,0.125,0.275,189.857,audio_features,3zHq9ouUJQFQRf3cm1rRLu,spotify:track:3zHq9ouUJQFQRf3cm1rRLu,https://api.spotify.com/v1/tracks/3zHq9ouUJQFQRf3cm1rRLu,https://api.spotify.com/v1/audio-analysis/3zHq9ouUJQFQRf3cm1rRLu,4,NaN,NaN,NaN,252534
8725,4SNtBMJa7Wpk1tJzMSUv9B,King,5vBSrE1xujD2FXYRarbAXc,Years & Years,"['dance pop', 'edm', 'gauze pop', 'pop', 'pop dance', 'tropical house', 'uk pop']",0,70,0.56,0.845,4,-4.12,0,0.0375,0.074,0,0.382,0.495,119.996,audio_features,4SNtBMJa7Wpk1tJzMSUv9B,spotify:track:4SNtBMJa7Wpk1tJzMSUv9B,https://api.spotify.com/v1/tracks/4SNtBMJa7Wpk1tJzMSUv9B,https://api.spotify.com/v1/audio-analysis/4SNtBMJa7Wpk1tJzMSUv9B,4,NaN,NaN,NaN,215360
8726,7E7sAg5qPv0cObXCWRsYMJ,Lay Me Down,2wY79sveU1sp5g7SokKOiI,Sam Smith,"['dance pop', 'pop', 'uk pop']",0,81,0.468,0.205,4,-11.014,1,0.0412,0.921,0,0.107,0.325,125.343,audio_features,7E7sAg5qPv0cObXCWRsYMJ,spotify:track:7E7sAg5qPv0cObXCWRsYMJ,https://api.spotify.com/v1/tracks/7E7sAg5qPv0cObXCWRsYMJ,https://api.spotify.com/v1/audio-analysis/7E7sAg5qPv0cObXCWRsYMJ,4,NaN,NaN,NaN,219536
8727,58jx3tTuDuzHysC77c0AQd,Hold My Hand,4ScCswdRlyA23odg9thgIO,Jess Glynne,"['australian pop', 'dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",57,72,0.642,0.823,0,-5.717,1,0.0289,0.00159,0,0.0776,0.431,122.977,audio_features,58jx3tTuDuzHysC77c0AQd,spotify:track:58jx3tTuDuzHysC77c0AQd,https://api.spotify.com/v1/tracks/58jx3tTuDuzHysC77c0AQd,https://api.spotify.com/v1/audio-analysis/58jx3tTuDuzHysC77c0AQd,4,NaN,NaN,NaN,227344
8728,7vFoFDWqTX0mHzLfrF1Cfy,Cheerleader - Felix Jaehn Remix Radio Edit,5MouCg6ta7zAxsfMEbc1uh,OMI,['dance pop'],79,64,0.782,0.685,4,-6.237,1,0.0309,0.166,1.18e-05,0.16,0.603,118.016,audio_features,7vFoFDWqTX0mHzLfrF1Cfy,spotify:track:7vFoFDWqTX0mHzLfrF1Cfy,https://api.spotify.com/v1/tracks/7vFoFDWqTX0mHzLfrF1Cfy,https://api.spotify.com/v1/audio-analysis/7vFoFDWqTX0mHzLfrF1Cfy,4,NaN,NaN,NaN,180566
8729,7oGZAicScQt96OAW4AruYy,Want to Want Me,07YZf4WDAMNwqr4jfgOZ8y,Jason Derulo,"['dance pop', 'pop', 'pop rap', 'post-teen pop']",76,80,0.775,0.68,0,-5.508,0,0.0629,0.00906,0,0.109,0.656,114.025,audio_features,7oGZAicScQt96OAW4AruYy,spotify:track:7oGZAicScQt96OAW4AruYy,https://api.spotify.com/v1/tracks/7oGZAicScQt96OAW4AruYy,https://api.spotify.com/v1/audio-analysis/7oGZAicScQt96OAW4AruYy,4,NaN,NaN,NaN,207719
8730,01wuIn1TP5FCvYyqBTdsGC,Not Letting Go (feat. Jess Glynne),0Tob4H0FLtEONHU1MjpUEp,Tinie Tempah,"['dance pop', 'edm', 'grime', 'house', 'pop dance', 'pop rap', 'tropical house', 'uk pop']",52,63,0.772,0.858,8,-3.565,1,0.127,0.0153,0,0.154,0.51,101.978,audio_features,01wuIn1TP5FCvYyqBTdsGC,spotify:track:01wuIn1TP5FCvYyqBTdsGC,https://api.spotify.com/v1/tracks/01wuIn1TP5FCvYyqBTdsGC,https://api.spotify.com/v1/audio-analysis/01wuIn1TP5FCvYyqBTdsGC,4,NaN,NaN,NaN,228961
8731,0uP43OVpCAni4r4TPJDloZ,Are You With Me - Radio Edit,7f5Zgnp2spUuuzKplmRkt7,Lost Frequencies,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']",44,77,0.776,0.574,5,-9.882,0,0.0317,0.466,7.83e-05,0.131,0.412,121.03,audio_features,0uP43OVpCAni4r4TPJDloZ,spotify:track:0uP43OVpCAni4r4TPJDloZ,https://api.spotify.com/v1/tracks/0uP43OVpCAni4r4TPJDloZ,https://api.spotify.com/v1/audio-analysis/0uP43OVpCAni4r4TPJDloZ,4,NaN,NaN,NaN,138843
8732,2rWisQk9hxSap9ZtTx45sv,House Every Weekend - Radio Edit,2yEkeJoFOvm6qHuECSDHFg,David Zowie,"['house', 'uk house']",62,47,0.791,0.574,0,-7.061,0,0.0673,0.324,0,0.102,0.406,122.053,audio_features,2rWisQk9hxSap9ZtTx45sv,spotify:track:2rWisQk9hxSap9ZtTx45sv,https://api.spotify.com/v1/tracks/2rWisQk9hxSap9ZtTx45sv,https://api.spotify.com/v1/audio-analysis/2rWisQk9hxSap9ZtTx45sv,4,NaN,NaN,NaN,182767
8733,5y6pj7OeBFF0CVgZKhRbOG,Black Magic,3e7awlrlDSwF3iM0WBjGMp,Little Mix,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",2,78,0.777,0.896,4,-4.467,1,0.0619,0.0352,0,0.317,0.843,111.987,audio_features,5y6pj7OeBFF0CVgZKhRbOG,spotify:track:5y6pj7OeBFF0CVgZKhRbOG,https://api.spotify.com/v1/tracks/5y6pj7OeBFF0CVgZKhRbOG,https://api.spotify.com/v1/audio-analysis/5y6pj7OeBFF0CVgZKhRbOG,4,NaN,NaN,NaN,211773
8734,2K87XMYnUMqLcX3zvtAF4G,Drag Me Down,4AK6F7OLvEQ5QYCBNiQWHq,One Direction,"['boy band', 'pop', 'post-teen pop', 'talent show']",80,83,0.73,0.703,0,-5.672,0,0.0369,0.109,0,0.0657,0.595,138.113,audio_features,2K87XMYnUMqLcX3zvtAF4G,spotify:track:2K87XMYnUMqLcX3zvtAF4G,https://api.spotify.com/v1/tracks/2K87XMYnUMqLcX3zvtAF4G,https://api.spotify.com/v1/audio-analysis/2K87XMYnUMqLcX3zvtAF4G,4,NaN,NaN,NaN,192120
8735,3MWGlCKyH4nILtXRnE9gd7,Marvin Gaye (feat. Meghan Trainor),6VuMaDnrHyPL1p4EHjYLi7,Charlie Puth,"['dance pop', 'pop', 'viral pop']",52,83,0.795,0.616,1,-5.281,0,0.06,0.417,0,0.349,0.815,110.015,audio_features,3MWGlCKyH4nILtXRnE9gd7,spotify:track:3MWGlCKyH4nILtXRnE9gd7,https://api.spotify.com/v1/tracks/3MWGlCKyH4nILtXRnE9gd7,https://api.spotify.com/v1/audio-analysis/3MWGlCKyH4nILtXRnE9gd7,4,NaN,NaN,NaN,190453
8736,1KtVVUM6OkpyOsbVfbMybX,Don't Be so Hard on Yourself,4ScCswdRlyA23odg9thgIO,Jess Glynne,"['australian pop', 'dance pop', 'pop', 'pop dance', 'post-teen pop', 'tropical house', 'uk pop']",62,72,0.571,0.815,6,-3.267,1,0.0321,0.0608,0,0.163,0.664,120.008,audio_features,1KtVVUM6OkpyOsbVfbMybX,spotify:track:1KtVVUM6OkpyOsbVfbMybX,https://api.spotify.com/v1/tracks/1KtVVUM6OkpyOsbVfbMybX,https://api.spotify.com/v1/audio-analysis/1KtVVUM6OkpyOsbVfbMybX,4,NaN,NaN,NaN,211460
8737,1m0E5D8cOJyO1A2IBX4w4i,Fight Song,3QLIkT4rD2FMusaqmkepbq,Rachel Platten,"['dance pop', 'neo mellow', 'pop', 'pop rock']",50,62,0.571,0.697,7,-5.467,1,0.081,0.0523,0,0.277,0.358,175.962,audio_features,1m0E5D8cOJyO1A2IBX4w4i,spotify:track:1m0E5D8cOJyO1A2IBX4w4i,https://api.spotify.com/v1/tracks/1m0E5D8cOJyO1A2IBX4w4i,https://api.spotify.com/v1/audio-analysis/1m0E5D8cOJyO1A2IBX4w4i,4,NaN,NaN,NaN,202507
8738,3pzjHKrQSvXGHQ98dx18HI,What Do You Mean?,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,"['canadian pop', 'pop']",0,90,0.845,0.567,5,-8.118,0,0.0956,0.59,0.00142,0.0811,0.793,125.02,audio_features,3pzjHKrQSvXGHQ98dx18HI,spotify:track:3pzjHKrQSvXGHQ98dx18HI,https://api.spotify.com/v1/tracks/3pzjHKrQSvXGHQ98dx18HI,https://api.spotify.com/v1/audio-analysis/3pzjHKrQSvXGHQ98dx18HI,4,NaN,NaN,NaN,205680
8739,1dn1CQcTDnkmncHIKBaC6i,Easy Love,1IueXOQyABrMOprrzwQJWN,Sigala,"['dance pop', 'edm', 'house', 'pop', 'pop dance', 'tropical house', 'uk pop']",35,73,0.688,0.889,9,-4.311,1,0.0571,0.0972,0.000397,0.0964,0.573,124.04,audio_features,1dn1CQcTDnkmncHIKBaC6i,spotify:track:1dn1CQcTDnkmncHIKBaC6i,https://api.spotify.com/v1/tracks/1dn1CQcTDnkmncHIKBaC6i,https://api.spotify.com/v1/audio-analysis/1dn1CQcTDnkmncHIKBaC6i,4,NaN,NaN,NaN,227024
8740,4oWmroatZtMmlgc3havMrv,Writing's On The Wall,2wY79sveU1sp5g7SokKOiI,Sam Smith,"['dance pop', 'pop', 'uk pop']",0,81,0.372,0.305,5,-8.189,0,0.0289,0.747,1.9e-06,0.0908,0.088,86.743,audio_features,4oWmroatZtMmlgc3havMrv,spotify:track:4oWmroatZtMmlgc3havMrv,https://api.spotify.com/v1/tracks/4oWmroatZtMmlgc3havMrv,https://api.spotify.com/v1/audio-analysis/4oWmroatZtMmlgc3havMrv,3,NaN,NaN,NaN,278987
8741,0YC3WfFZkZBpUeaHt4Eggk,Turn the Music Louder (Rumble) (feat. Tinie Tempah & Katy B) - Radio Edit,3EK3opK9Hp93HJjBPupzfg,KDA,"['house', 'uk house']",60,45,0.766,0.786,5,-5.797,0,0.0828,0.0737,0,0.0765,0.667,122.984,audio_features,0YC3WfFZkZBpUeaHt4Eggk,spotify:track:0YC3WfFZkZBpUeaHt4Eggk,https://api.spotify.com/v1/tracks/0YC3WfFZkZBpUeaHt4Eggk,https://api.spotify.com/v1/audio-analysis/0YC3WfFZkZBpUeaHt4Eggk,4,NaN,NaN,NaN,201455
8742,4aebBr4JAihzJQR0CiIZJv,Hello,4dpARuHxo51G3z768sgnrY,Adele,"['british soul', 'pop', 'pop soul', 'uk pop']",2,84,0.47,0.431,5,-6.129,0,0.0342,0.329,0,0.0854,0.289,157.98,audio_features,4aebBr4JAihzJQR0CiIZJv,spotify:track:4aebBr4JAihzJQR0CiIZJv,https://api.spotify.com/v1/tracks/4aebBr4JAihzJQR0CiIZJv,https://api.spotify.com/v1/audio-analysis/4aebBr4JAihzJQR0CiIZJv,4,NaN,NaN,NaN,295502
8743,3hB5DgAiMAQ4DzYbsMq1IT,Love Yourself,1uNFoZAHBGtllmzznpCI3s,Justin Bieber,"['canadian pop', 'pop']",0,90,0.609,0.378,4,-9.828,1,0.438,0.835,0,0.28,0.515,100.418,audio_features,3hB5DgAiMAQ4DzYbsMq1IT,spotify:track:3hB5DgAiMAQ4DzYbsMq1IT,https://api.spotify.com/v1/tracks/3hB5DgAiMAQ4DzYbsMq1IT,https://api.spotify.com/v1/audio-analysis/3hB5DgAiMAQ4DzYbsMq1IT,4,NaN,NaN,NaN,233720
